title,year,duration,rating,votes,img_url
Um Corpo que Cai,1958,2h 8m,8.3,418K,https://m.media-amazon.com/images/M/MV5BMjA5YWI5YzktM2JmNS00OTJiLTg4ODctYjE2YTgwMWEwNGFiXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR10
Pacto de Sangue,1944,1h 47m,8.3,164K,https://m.media-amazon.com/images/M/MV5BY2RlMTdiMmEtMWI2NS00NjdjLWI2ODItNzE1YzQzOTlkNGQ0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR2
O Fabuloso Destino de Amélie Poulain,2001,2h 2m,8.3,780K,https://m.media-amazon.com/images/M/MV5BZGEwNjkzYzktNzRkZC00OGUwLWE2OWEtZDg4YzE2MGRlOGQxXkEyXkFqcGdeQXVyMTU3NTI2OTky._V1_QL75_UX140_CR0
Scarface,1983,2h 50m,8.3,888K,https://m.media-amazon.com/images/M/MV5BOTlmOTAzOTAtM2Y5OC00NWMwLWI2ZWMtODlmMTNmNTZhNzJjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
Nascido para Matar,1987,1h 56m,8.3,772K,https://m.media-amazon.com/images/M/MV5BYjFjZWNiNTQtMWRmYy00NmMxLWFkOGMtYjJiMmIyYmE3YmQwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
Laranja Mecânica,1971,2h 16m,8.3,862K,https://m.media-amazon.com/images/M/MV5BYTE0ZGFkZDMtZTA5Ny00NjI3LWJmNTgtMzRhMDE2Zjk3YWI2XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY207_CR4
Incêndios,2010,2h 11m,8.3,190K,https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0
Fogo Contra Fogo,1995,2h 50m,8.3,696K,https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2
Up: Altas Aventuras,2009,1h 36m,8.3,1.1M,https://m.media-amazon.com/images/M/MV5BYjBkM2RjMzItM2M3Ni00N2NjLWE3NzMtMGY4MzE4MDAzMTRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX140_CR0
Hamilton,2020,2h 40m,8.3,107K,https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_QL75_UX140_CR0
O Sol é para Todos,1962,2h 9m,8.3,327K,https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
Golpe de Mestre,1973,2h 9m,8.3,273K,https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
A Separação,2011,2h 3m,8.3,253K,https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0
Indiana Jones e a Última Cruzada,1989,2h 7m,8.2,794K,https://m.media-amazon.com/images/M/MV5BNmU4ZDMzMDEtMWIwZS00ZGE5LWJmODUtYjUxM2VjZDcwMGE3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Metrópolis,1927,2h 33m,8.3,181K,https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR0
Duro de Matar,1988,2h 12m,8.2,915K,https://m.media-amazon.com/images/M/MV5BNzU4MWNjYzQtMDEzNS00ZDA1LWI1YTQtM2ZlMzY2MTg1MmM3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Como Estrelas na Terra,2007,2h 45m,8.3,202K,https://m.media-amazon.com/images/M/MV5BYjY0MGU3MmQtMGVhOS00M2IyLWI1MTktZGUxMzBjMTE5ZDA3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2
Snatch: Porcos e Diamantes,2000,1h 44m,8.2,889K,https://m.media-amazon.com/images/M/MV5BNjYzMGNhYmItYjBhMi00YmMxLWExYTQtNmNjOWQ3MWE5YTI1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Ladrões de Bicicletas,1948,1h 29m,8.3,171K,https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR2
Los Angeles: Cidade Proibida,1997,2h 18m,8.2,603K,https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR1
Taxi Driver: Motorista de Táxi,1976,1h 54m,8.2,889K,https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
1917,2019,1h 59m,8.2,645K,https://m.media-amazon.com/images/M/MV5BZWRjZDc3OTctN2JlNi00MmQwLTljZGQtZjc0NjdhZjI2OGUzXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX140_CR0
A Queda! As Últimas Horas de Hitler,2004,2h 36m,8.2,368K,https://m.media-amazon.com/images/M/MV5BMWM2Y2ZlZDYtZTEwOC00M2NhLTgzNTYtN2Y5NDQ1NmFmN2Y5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
Dangal,2016,2h 41m,8.3,203K,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY207_CR4
Por uns Dólares a Mais,1965,2h 12m,8.2,268K,https://m.media-amazon.com/images/M/MV5BMzJlZTNkYjQtMTE1OS00YTJlLTgxNjItYzg4NTllODdkMzBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
Batman Begins,2005,2h 20m,8.2,1.5M,https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0
Top Gun: Maverick,2022,2h 10m,8.3,635K,https://m.media-amazon.com/images/M/MV5BMGU1MWFkYzEtYTFjZS00NDIxLThiYzAtN2ExMGJhOTE2MWVhXkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_QL75_UY207_CR8
Quanto Mais Quente Melhor,1959,2h 1m,8.2,278K,https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0
O Garoto,1921,1h 8m,8.2,132K,https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0
O Lobo de Wall Street,2013,3h,8.2,1.5M,https://m.media-amazon.com/images/M/MV5BZTk1Y2ViODktYjc5Mi00MTQwLWI1ZjItODQwYmI1NDQzMDU0XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR1
Meu Pai,2020,1h 37m,8.2,179K,https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0
Green Book: O Guia,2018,2h 10m,8.2,538K,https://m.media-amazon.com/images/M/MV5BZjIwZTExNGMtM2IyOS00NDhjLThjNGYtMGE1NzQxNWU5NzYxXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UX140_CR0
A Malvada,1950,2h 18m,8.2,136K,https://m.media-amazon.com/images/M/MV5BYmE1M2Y3NTYtYTI0Mi00N2JlLTkzMzItOTY1MTlhNWNkMDgzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0
Julgamento em Nuremberg,1961,2h 59m,8.3,82K,https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX140_CR0
O Show de Truman: O Show da Vida,1998,1h 43m,8.2,1.2M,https://m.media-amazon.com/images/M/MV5BZmFjMjA4YjYtOTExYy00ZDM1LWIwZmYtZWY5Yjg4ODNkNjRiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Sangue Negro,2007,2h 38m,8.2,621K,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX140_CR0
Cassino,1995,2h 58m,8.2,547K,https://m.media-amazon.com/images/M/MV5BOThkYjU3OWQtN2Y3OC00ZDk1LWI1MDQtZTkxZjZiZGU5N2Q0XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_QL75_UX140_CR0
Ran,1985,2h 40m,8.2,132K,https://m.media-amazon.com/images/M/MV5BMmU1NGYwZWYtOWExNi00ZTEyLTgwMmUtM2ZlMDVjNWM4YjVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
Ilha do Medo,2010,2h 18m,8.2,1.4M,https://m.media-amazon.com/images/M/MV5BMjI5ZDk0YWUtYzk0Mi00MWMyLTg5ZDUtNzc0NDNmOTI5NzY2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
O Labirinto do Fauno,2006,1h 58m,8.2,690K,https://m.media-amazon.com/images/M/MV5BYzFjMThiMGItOWRlMC00MDI4LThmOGUtYTNlZGZiYWI1YjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
O Sexto Sentido,1999,1h 47m,8.2,1M,https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY207_CR0
Jurassic Park,1993,2h 7m,8.2,1M,https://m.media-amazon.com/images/M/MV5BZTY4NjIxYTctZDcwNS00MjNmLTlhYTQtMzI3OWYyNzQwMjdkXkEyXkFqcGdeQXVyNTk2MDQ0MjA@._V1_QL75_UX140_CR0
Os Imperdoáveis,1992,2h 10m,8.2,427K,https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0
Uma Mente Brilhante,2001,2h 15m,8.2,965K,https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0
O Tesouro da Sierra Madre,1948,2h 6m,8.2,130K,https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0
"Yojimbo, o Guarda-Costas",1961,1h 50m,8.2,128K,https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0
Onde os Fracos Não Têm Vez,2007,2h 2m,8.2,1M,https://m.media-amazon.com/images/M/MV5BNmU2MTk4NjItNmE5Yi00NWZjLWIzNzUtMDM2Y2ZhY2U2NGU5XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR2
Kill Bill: Volume 1,2003,1h 51m,8.2,1.2M,https://m.media-amazon.com/images/M/MV5BMThlMGE3ODYtOGM4Mi00ZDc0LWE4ZDItMmU2Y2E0MGZjZTAzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
Monty Python em Busca do Cálice Sagrado,1975,1h 31m,8.2,560K,https://m.media-amazon.com/images/M/MV5BYWZmNzcxZGQtYjg0OS00Yzk5LTkxZTEtOGNmMmMxOThhN2Q4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
O Enigma de Outro Mundo,1982,1h 49m,8.2,450K,https://m.media-amazon.com/images/M/MV5BNTliMTUwYWEtYWEyMS00OGY5LTk5MDQtZmNmNWUzZTc3M2RlXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR11
Fugindo do Inferno,1963,2h 52m,8.2,254K,https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0
Rashomon,1950,1h 28m,8.2,176K,https://m.media-amazon.com/images/M/MV5BOTUwOTc3YzctMjJiZi00ZjE2LWFhODQtOTMyY2Q1MjU2OGI4XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0
Procurando Nemo,2003,1h 40m,8.2,1.1M,https://m.media-amazon.com/images/M/MV5BOGZkYmMwMGMtMDA2Zi00MmUzLTgyODctOTg1Yjg4NTI3NDFjXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR4
O Homem Elefante,1980,2h 4m,8.2,253K,https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0
Chinatown,1974,2h 10m,8.2,341K,https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
O Castelo Animado,2004,1h 59m,8.2,427K,https://m.media-amazon.com/images/M/MV5BNmM4YTFmMmItMGE3Yy00MmRkLTlmZGEtMzZlOTQzYjk3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0
Disque M para Matar,1954,1h 45m,8.2,184K,https://m.media-amazon.com/images/M/MV5BZDExY2U3NTgtNzUxZS00MjgwLTgzZmQtM2JlYWVjYjMyZmY4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
E o Vento Levou,1939,3h 58m,8.2,327K,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
V de Vingança,2005,2h 12m,8.2,1.2M,https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_QL75_UX140_CR0
Touro Indomável,1980,2h 9m,8.1,370K,https://m.media-amazon.com/images/M/MV5BOGVkMzI0MGQtOTk4ZS00YjNjLWI1OWItODYyY2ZhZDhlNjE5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
"Jogos, Trapaças e Dois Canos Fumegantes",1998,1h 47m,8.1,604K,https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0
Homem-Aranha: Sem Volta para Casa,2021,2h 28m,8.2,836K,https://m.media-amazon.com/images/M/MV5BZWMyYzFjYTYtNTRjYi00OGExLWE2YzgtOGRmYjAxZTU3NzBiXkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_QL75_UX140_CR0
Os Suspeitos,2013,2h 33m,8.1,775K,https://m.media-amazon.com/images/M/MV5BOWE2OTMyZDctMjVlOC00NDcwLWE5ZGQtNmZjYmZhZmIwZDE5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR1
O Segredo dos Seus Olhos,2009,2h 9m,8.2,218K,https://m.media-amazon.com/images/M/MV5BNDFiZWMwYTItYjk2NC00YmI4LTkwYmQtMWRlODE3OWQ4ZjllXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR2
Divertida Mente,2015,1h 35m,8.1,757K,https://m.media-amazon.com/images/M/MV5BOGQzMjI5MTctNzUwMC00OTJmLWJhYzUtNWRlYmQ3YmMzMWU1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Três Anúncios para um Crime,2017,1h 55m,8.1,538K,https://m.media-amazon.com/images/M/MV5BZjhiNGQwODMtMTA0ZS00OWQwLWFjNGEtNTE0MjY4NmY5ZDZhXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
A Ponte do Rio Kwai,1957,2h 41m,8.1,229K,https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX140_CR0
Trainspotting: Sem Limites,1996,1h 33m,8.1,711K,https://m.media-amazon.com/images/M/MV5BZDY5NTdjOTYtNTI2Yy00ODBlLWJiNmEtMTQwMTg1MTRhODg4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Fargo: Uma Comédia de Erros,1996,1h 38m,8.1,705K,https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR0
Guerreiro,2011,2h 20m,8.1,489K,https://m.media-amazon.com/images/M/MV5BZDI1YzliOTEtYzgxYi00NDJhLTlmYTUtY2FjOWZmMmI2ODZhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Gran Torino,2008,1h 56m,8.1,800K,https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_QL75_UY207_CR0
Prenda-me se for Capaz,2002,2h 21m,8.1,1.1M,https://m.media-amazon.com/images/M/MV5BN2E4OWRkZDctNTNhMi00MTQzLTg1MDQtNGYyZDE5NTkxMThiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR10
Meu Amigo Totoro,1988,1h 26m,8.1,363K,https://m.media-amazon.com/images/M/MV5BZWEwZmYxNTEtNmExMi00ZWExLWI0MTYtOTM3ZTIxZDk1MmZmXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY207_CR3
Menina de Ouro,2004,2h 12m,8.1,709K,https://m.media-amazon.com/images/M/MV5BOTY1MWEzYzQtMTUwNy00MTk2LWI5MDMtNTA5NTY5MzY3Zjc3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
Klaus,2019,1h 36m,8.2,173K,https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0
Harry Potter e as Relíquias da Morte - Parte 2,2011,2h 10m,8.1,920K,https://m.media-amazon.com/images/M/MV5BOWNlZDEyZTktOTE0ZS00Mjc1LTg2OWEtODVjOWY3Yjc3OThiXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UY207_CR2
Filhos do Paraíso,1997,1h 29m,8.2,79K,https://m.media-amazon.com/images/M/MV5BZmY2ZWNmNjUtZmIwZC00M2Q0LWE1MGMtNjVkNTNjNTA4NWZkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR2
Blade Runner: O Caçador de Androides,1982,1h 57m,8.1,803K,https://m.media-amazon.com/images/M/MV5BNjIwZTVkOWMtNTk0My00NDRkLWI3ZDktOWMzOWRmOGViMzBkXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
12 Anos de Escravidão,2013,2h 14m,8.1,727K,https://m.media-amazon.com/images/M/MV5BMGUzNmY2MzMtNjYzOS00ZTMyLWFiMTctZTAwNzczZjE1OWRjXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
Antes do Amanhecer,1995,1h 41m,8.1,329K,https://m.media-amazon.com/images/M/MV5BMDEwYjkxZTgtZDcwYy00NTI5LTllMTktMDI3NmY2NGNlYzU0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
O Grande Hotel Budapeste,2014,1h 39m,8.1,861K,https://m.media-amazon.com/images/M/MV5BNGE0YjdkOWMtYzA2ZS00NTJlLWE3NTYtODI3YjUzZmFkYTViXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR1
Em Busca do Ouro,1925,1h 35m,8.1,116K,https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY207_CR6
Ben-Hur,1959,3h 32m,8.1,249K,https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0
Garota Exemplar,2014,2h 29m,8.1,1M,https://m.media-amazon.com/images/M/MV5BY2UwMWYzZjEtZjQyZS00MmQ0LTg5ZmItNDEyNDg3ZDdjMWQ5XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
Barry Lyndon,1975,3h 5m,8.1,178K,https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
Sindicato de Ladrões,1954,1h 48m,8.1,161K,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0
Até o Último Homem,2016,2h 19m,8.1,570K,https://m.media-amazon.com/images/M/MV5BY2U4ZjdiOWMtZDVlNy00ZWUyLTlkZWYtZjRjOWU0YzBmYTcyXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Em Nome do Pai,1993,2h 13m,8.1,183K,https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
Memórias de um Assassino,2003,2h 11m,8.1,205K,https://m.media-amazon.com/images/M/MV5BZGExZTdiYzktMDk3Mi00N2U2LThiMWMtZjZiNDcxMmU2MDM5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
A General,1926,1h 18m,8.1,96K,https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
O Franco Atirador,1978,3h 3m,8.1,353K,https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR0
Morangos Silvestres,1957,1h 31m,8.1,112K,https://m.media-amazon.com/images/M/MV5BZWQ0YzM3MTUtOGQ5YS00ZGY0LWIzMTUtY2JmNGFmMWE0MTczXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
O 3º Homem,1949,1h 44m,8.1,178K,https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
Relatos Selvagens,2014,2h 2m,8.1,210K,https://m.media-amazon.com/images/M/MV5BODVkZjVjMGYtYzY3NS00YzBkLWE4NDEtODc4YmJlODRmNTI1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR1
O Salário do Medo,1953,2h 11m,8.2,65K,https://m.media-amazon.com/images/M/MV5BMTIwZWMzOTQtZTJjYy00ZTYwLThlODEtNjkxNzhiNGU0MWQ5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Bancando o Águia,1924,45m,8.2,54K,https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0
Sociedade dos Poetas Mortos,1989,2h 8m,8.1,524K,https://m.media-amazon.com/images/M/MV5BMDhhMzA0YmItODRiZi00ZTYxLWE3YzgtNmUxZmQ0NGVhNWI0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Mad Max: Estrada da Fúria,2015,2h,8.1,1.1M,https://m.media-amazon.com/images/M/MV5BNTA2ZTM0MGEtMWRkNC00ZTRkLWI1MTEtZjYzMzJhZTNiOTU2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
A Mulher Faz o Homem,1939,2h 9m,8.1,119K,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0
Monstros SA,2001,1h 32m,8.1,952K,https://m.media-amazon.com/images/M/MV5BZGViZDY3N2QtNTU1OS00NTkzLWJlZGMtYzE3NDEyMDQxNmYzXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY207_CR5
Tubarão,1975,2h 4m,8.1,642K,https://m.media-amazon.com/images/M/MV5BNWJiMGQ5YTQtZDk2Mi00ZDExLTgzMGUtM2M2ODVkYmNlYWJkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Como Treinar o Seu Dragão,2010,1h 38m,8.1,778K,https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX140_CR0
